,train_loss,val_loss,train_acc,val_acc,epochs
0,0.7110047932212235,0.7082869224250317,0.45449911347517724,0.2525390625,0
1,0.5756403199324371,0.5655597075819969,0.7346187943262411,0.8412109375,1
2,0.5219318598297471,0.549568172544241,0.7948803191489362,0.8173828125,2
3,0.48005247031543274,0.4261004589498043,0.8201241134751773,0.8935546875,3
4,0.45003015648388695,0.488770317286253,0.826950354609929,0.83203125,4
5,0.4174200239333701,0.3686616141349077,0.8382978723404255,0.9482421875,5
6,0.38611931454205345,0.41434858040884137,0.8562721631205674,0.80390625,6
7,0.37351609460005525,0.3453658018261194,0.8563386524822696,0.94140625,7
8,0.3482989222868115,0.8580722883343697,0.8680851063829788,0.51171875,8
9,0.3591530627392708,0.32611986668780446,0.8541223404255319,0.8724609375,9
10,0.34946744376463246,0.3436827873811126,0.8642952127659574,0.8501953125,10
11,0.3439830227735195,0.8269542397465557,0.8604609929078014,0.52734375,11
12,0.332618089538094,0.2092769844457507,0.8666001773049645,0.9482421875,12
13,0.3389506567243143,0.22790305875241756,0.8595079787234042,0.9375,13
14,0.33749295485780595,0.3576470585539937,0.8603058510638297,0.835546875,14
15,0.30968672533830005,0.5439861114136875,0.8772828014184397,0.7626953125,15
16,0.3482432723679441,0.23790144361555576,0.8598182624113475,0.9421875,16
17,0.3085155346503494,0.18148630252107978,0.8752881205673759,0.96328125,17
18,0.3185204134342518,0.640271715761628,0.8693705673758865,0.6384765625,18
19,0.2953536634115463,0.1974082957021892,0.8795656028368795,0.921875,19
20,0.2926866741890603,0.169869942124933,0.8799423758865249,0.9619140625,20
21,0.289585605475074,0.45912908390164375,0.8848404255319149,0.7638671875,21
22,0.29832483046021024,0.1936329142190516,0.8825797872340425,0.93515625,22
23,0.32205142197034037,0.16984349978156388,0.8635638297872341,0.951171875,23
24,0.2683326671732233,0.2906648919451982,0.8947251773049646,0.877734375,24
25,0.27889668032632653,0.15750474855303764,0.8893395390070922,0.9380859375,25
26,0.31041678078208407,0.24987305200193077,0.8722517730496454,0.8978515625,26
27,0.282635398314777,0.3028702959418297,0.8879210992907802,0.8791015625,27
28,0.31778783953570305,0.1992321410216391,0.8666223404255319,0.9306640625,28
29,0.26211257484999106,0.13080551428720355,0.8947251773049646,0.96484375,29
30,0.27764835848030467,0.18315168283879757,0.8882535460992909,0.9431640625,30
31,0.2580960179474337,0.1332761631347239,0.8981382978723405,0.9658203125,31
32,0.2612568661042139,0.1386519717052579,0.8984042553191489,0.9642578125,32
33,0.260964183942646,0.1482282285578549,0.8943484042553191,0.9390625,33
34,0.28307554749309594,0.561439816839993,0.8845966312056738,0.7015625,34
