,train_loss,val_loss,train_acc,val_acc,epochs
0,0.7159196269427631,0.7202414125204086,0.4949911347517731,0.505078125,0
1,0.5725927188041362,0.5046575292944908,0.7107491134751773,0.85,1
2,0.5266654988129934,0.4670902397483587,0.7696808510638298,0.84609375,2
3,0.4979328105212949,0.45067865774035454,0.78885195035461,0.88125,3
4,0.4545589660076385,0.37495648860931396,0.8279698581560284,0.90625,4
5,0.4449113040951127,0.43062655068933964,0.8232491134751773,0.8005859375,5
6,0.40453521621988175,0.39324621204286814,0.849468085106383,0.853515625,6
7,0.38695663446230244,0.4225956844165921,0.8565381205673759,0.7978515625,7
8,0.37631477605789265,0.2794061852619052,0.8562943262411348,0.8994140625,8
9,0.3953882394530249,0.43196945171803236,0.8379210992907801,0.83984375,9
10,0.3591772954091958,0.6333337724208832,0.852593085106383,0.51953125,10
11,0.4152373375622093,0.22610411047935486,0.8194592198581561,0.93125,11
12,0.3274554713820735,0.5548644494265318,0.8785682624113474,0.6015625,12
13,0.3597346636209082,0.7061536635737866,0.8527039007092199,0.521484375,13
14,0.34416305162805194,0.42109396355226636,0.8630097517730496,0.73046875,14
15,0.3669497788163787,0.5489715561270714,0.8486037234042554,0.6751953125,15
16,0.3272974932870121,0.21773076429963112,0.8688164893617021,0.929296875,16
17,0.2943294310400672,0.27751539275050163,0.8824911347517731,0.9388671875,17
18,0.36449757725634474,0.2449751403182745,0.8554299645390071,0.9115234375,18
19,0.323911651863274,0.7026128973811865,0.867863475177305,0.5552734375,19
20,0.35089560402623304,0.16329408762976527,0.8514849290780142,0.9455078125,20
21,0.2974487758697347,0.23409860208630562,0.8799423758865249,0.935546875,21
22,0.30531838155807334,0.18939639860764146,0.8784131205673759,0.935546875,22
23,0.2735734205719427,0.16397427348420024,0.8937943262411348,0.9419921875,23
24,0.30366882724119415,0.1751839886419475,0.8813386524822695,0.9541015625,24
25,0.285901943525524,0.1784089575521648,0.8810948581560284,0.947265625,25
