,train_loss,val_loss,train_acc,val_acc,epochs
0,0.6660329898198446,0.6346119607870395,0.59375,0.8719951923076923,0
1,0.6649022201697031,0.6344504081285917,0.5520833333333334,0.8719951923076923,1
2,0.6438430001338323,0.6339333768074329,0.609375,0.8719951923076923,2
3,0.6497245381275812,0.6330130833845872,0.6328125,0.8713942307692307,3
4,0.6647121161222458,0.6324394998642114,0.5989583333333334,0.8713942307692307,4
5,0.6558448473612467,0.6319664934506783,0.5885416666666666,0.8719951923076923,5
6,0.6563440263271332,0.6313870468964944,0.59375,0.8713942307692307,6
7,0.6610075682401657,0.6308161283914859,0.5885416666666666,0.8719951923076923,7
8,0.6550149321556091,0.6303769109340814,0.6015625,0.8707932692307693,8
9,0.6528493712345759,0.6298190699173853,0.6484375,0.8713942307692307,9
10,0.6628653903802236,0.6294636061558356,0.5963541666666666,0.8725961538461539,10
11,0.6579039494196574,0.6290323069462409,0.6328125,0.8713942307692307,11
12,0.6454479147990545,0.6282404110981867,0.625,0.8719951923076923,12
13,0.6386310756206512,0.6275024643311133,0.6458333333333334,0.8719951923076923,13
14,0.6606755505005518,0.6268445574320279,0.6015625,0.8713942307692307,14
15,0.6605309347311655,0.6263776352772346,0.6041666666666666,0.8713942307692307,15
16,0.6589093158642451,0.6259755538060114,0.5833333333333334,0.8713942307692307,16
17,0.6429464866717657,0.6254298709906064,0.6276041666666666,0.8713942307692307,17
18,0.6514656990766525,0.6248623029543803,0.6276041666666666,0.8737980769230769,18
19,0.6402387072642645,0.6241260193861448,0.6302083333333334,0.8731971153846154,19
20,0.6387050896883011,0.6233915033248755,0.6328125,0.8731971153846154,20
21,0.6431598315636317,0.62261563539505,0.609375,0.8731971153846154,21
22,0.6399562458197275,0.6219342534358685,0.5989583333333334,0.8719951923076923,22
23,0.6508790502945582,0.62121015557876,0.6354166666666666,0.8725961538461539,23
24,0.6449704617261887,0.6207499859424738,0.5885416666666666,0.8713942307692307,24
25,0.6582597295443217,0.6203273213826693,0.5677083333333334,0.8713942307692307,25
26,0.655587911605835,0.6200880935558906,0.6223958333333334,0.8713942307692307,26
27,0.6468442380428314,0.6196565410265555,0.6119791666666666,0.8713942307692307,27
28,0.6445356210072836,0.6191033720970154,0.6432291666666666,0.8713942307692307,28
29,0.6597992380460104,0.6186401889874384,0.640625,0.8713942307692307,29
30,0.6445242563883463,0.6181025585302939,0.6302083333333334,0.8713942307692307,30
31,0.6553430209557215,0.6177374422550201,0.6145833333333334,0.8713942307692307,31
32,0.6402714947859446,0.6173818214581563,0.5963541666666666,0.8731971153846154,32
33,0.6473708947499593,0.6168244114288917,0.6171875,0.8725961538461539,33
34,0.6580075869957606,0.6164498558411231,0.5807291666666666,0.8719951923076923,34
35,0.6441710491975149,0.6162913590669632,0.6015625,0.8707932692307693,35
36,0.6388760109742483,0.6155882214124386,0.6276041666666666,0.8713942307692307,36
37,0.6426566044489542,0.6149457830649155,0.6119791666666666,0.8713942307692307,37
38,0.6492370416720709,0.6143701145282159,0.5911458333333334,0.8707932692307693,38
39,0.6420315007368723,0.613925691980582,0.6328125,0.8713942307692307,39
40,0.6567042668660482,0.6135641451065357,0.6197916666666666,0.8713942307692307,40
41,0.659929558634758,0.613302374115357,0.5572916666666666,0.8701923076923077,41
42,0.6464756975571314,0.6131350420988523,0.6171875,0.8707932692307693,42
43,0.6568029274543127,0.6127062898415786,0.5833333333333334,0.8707932692307693,43
44,0.6759504129489263,0.6125951764675287,0.5703125,0.8707932692307693,44
45,0.6372784127791723,0.6125147216595136,0.609375,0.8689903846153846,45
46,0.6565572569767634,0.6120874067911735,0.6015625,0.8689903846153846,46
47,0.6472159872452418,0.6118406538779919,0.6041666666666666,0.8695913461538461,47
48,0.6588390370210012,0.6114592185387244,0.6067708333333334,0.8695913461538461,48
49,0.642332931359609,0.6111058409397419,0.6171875,0.8701923076923077,49
